path,condition,seed,step,phase,cue,chosen,correct,reward,agreement,branches,old,currents,change_score,stale_score,probe_pairs,probe_text,insufficient_history
traces/stage5_scale/3b/ov0_none_seed15.csv,shift,15,19,post,red,C,A,0,0.6,C|A|C|B|C,C,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed16.csv,shift,16,0,pre,red,C,C,1,0.8,C|C|C|C|B,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed16.csv,shift,16,1,pre,red,C,C,1,0.4,C|A|C|B|B,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed16.csv,shift,16,2,pre,red,B,C,0,0.6,C|B|C|B|B,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed16.csv,shift,16,3,pre,red,B,C,0,0.6,B|C|C|B|B,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed16.csv,shift,16,4,pre,red,B,C,0,0.6,B|A|C|B|B,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed16.csv,shift,16,5,pre,blue,A,B,0,0.6,A|A|C|A|B,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed16.csv,shift,16,6,pre,red,B,C,0,1.0,B|B|B|B|B,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed16.csv,shift,16,7,pre,blue,A,B,0,0.4,A|A|B|B|C,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed16.csv,shift,16,8,pre,red,C,C,1,0.6,A|C|C|C|B,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed16.csv,shift,16,9,pre,green,A,A,1,0.4,A|A|B|B|C,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed16.csv,shift,16,10,post,green,A,B,0,0.8,A|A|A|A|B,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed16.csv,shift,16,11,post,red,A,A,1,0.4,A|C|A|B|C,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed16.csv,shift,16,12,post,blue,A,C,0,0.4,A|A|B|B|C,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed16.csv,shift,16,13,post,green,A,B,0,0.6,A|A|A|B|C,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed16.csv,shift,16,14,post,blue,A,C,0,0.6,B|A|A|A|B,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed16.csv,shift,16,15,post,blue,A,C,0,0.4,A|C|A|B|B,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed16.csv,shift,16,16,post,red,A,A,1,0.8,A|A|A|A|?,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed16.csv,shift,16,17,post,red,A,A,1,0.4,A|C|A|B|C,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed16.csv,shift,16,18,post,red,A,A,1,0.6,A|A|A|B|C,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed16.csv,shift,16,19,post,green,B,B,1,0.8,B|B|A|B|B,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed17.csv,shift,17,0,pre,green,A,A,1,0.6,A|A|A|C|B,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed17.csv,shift,17,1,pre,red,C,C,1,0.4,C|A|B|C|B,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed17.csv,shift,17,2,pre,red,C,C,1,0.8,C|C|C|B|C,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed17.csv,shift,17,3,pre,red,C,C,1,0.8,C|C|C|?|C,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed17.csv,shift,17,4,pre,red,C,C,1,0.4,C|A|C|B|B,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed17.csv,shift,17,5,pre,blue,C,B,0,0.4,A|C|B|B|C,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed17.csv,shift,17,6,pre,green,A,A,1,0.4,A|A|B|B|C,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed17.csv,shift,17,7,pre,green,A,A,1,0.8,A|A|A|A|C,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed17.csv,shift,17,8,pre,green,A,A,1,0.6,A|A|A|B|C,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed17.csv,shift,17,9,pre,green,A,A,1,0.8,A|A|A|B|A,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed17.csv,shift,17,10,post,red,B,A,0,0.8,C|B|B|B|B,C,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed17.csv,shift,17,11,post,blue,A,C,0,0.4,A|A|C|B|C,C,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed17.csv,shift,17,12,post,blue,C,C,1,0.6,C|A|B|C|C,C,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed17.csv,shift,17,13,post,blue,C,C,1,0.4,C|A|B|B|C,C,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed17.csv,shift,17,14,post,red,A,A,1,0.4,A|A|B|B|C,C,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed17.csv,shift,17,15,post,green,A,B,0,0.6,A|A|A|B|C,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed17.csv,shift,17,16,post,red,B,A,0,0.6,A|B|A|B|B,C,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed17.csv,shift,17,17,post,red,B,A,0,0.4,B|A|C|A|B,C,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed17.csv,shift,17,18,post,green,A,B,0,0.4,A|A|B|?|B,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed17.csv,shift,17,19,post,red,A,A,1,0.4,A|A|B|B|C,C,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed18.csv,shift,18,0,pre,blue,B,B,1,0.6,B|C|B|C|B,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed18.csv,shift,18,1,pre,blue,A,B,0,0.4,B|A|A|C|C,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed18.csv,shift,18,2,pre,green,A,A,1,0.6,A|A|A|C|B,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed18.csv,shift,18,3,pre,red,A,C,0,0.6,A|A|A|B|C,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed18.csv,shift,18,4,pre,red,C,C,1,0.6,C|A|C|B|C,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed18.csv,shift,18,5,pre,blue,B,B,1,0.6,B|A|A|B|B,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed18.csv,shift,18,6,pre,blue,B,B,1,0.6,B|B|A|B|C,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed18.csv,shift,18,7,pre,red,A,C,0,0.4,C|A|A|B|B,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed18.csv,shift,18,8,pre,green,A,A,1,0.6,A|A|A|B|B,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed18.csv,shift,18,9,pre,red,C,C,1,0.4,A|C|C|B|B,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed18.csv,shift,18,10,post,blue,B,C,0,0.6,C|A|B|B|B,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed18.csv,shift,18,11,post,red,C,A,0,0.4,C|C|B|B|A,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed18.csv,shift,18,12,post,red,A,A,1,0.4,A|A|C|B|C,C,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed18.csv,shift,18,13,post,red,B,A,0,0.6,A|A|B|B|B,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed18.csv,shift,18,14,post,red,C,A,0,0.4,C|A|A|B|C,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed18.csv,shift,18,15,post,blue,B,C,0,0.6,A|A|B|B|B,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed18.csv,shift,18,16,post,red,A,A,1,0.4,A|A|C|B|C,C,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed18.csv,shift,18,17,post,green,B,B,1,0.6,A|C|B|B|B,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed18.csv,shift,18,18,post,blue,A,C,0,0.4,C|A|A|B|B,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed18.csv,shift,18,19,post,red,A,A,1,0.6,A|A|A|C|C,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed19.csv,shift,19,0,pre,green,A,A,1,0.6,A|A|A|?|C,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed19.csv,shift,19,1,pre,blue,B,B,1,0.6,B|A|B|C|B,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed19.csv,shift,19,2,pre,green,A,A,1,0.6,A|A|B|A|C,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed19.csv,shift,19,3,pre,blue,B,B,1,0.6,B|A|B|B|C,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed19.csv,shift,19,4,pre,green,A,A,1,0.4,B|A|A|C|C,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed19.csv,shift,19,5,pre,blue,B,B,1,0.6,B|A|B|B|C,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed19.csv,shift,19,6,pre,red,B,C,0,0.6,B|A|C|B|B,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed19.csv,shift,19,7,pre,red,A,C,0,0.4,A|A|C|B|C,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed19.csv,shift,19,8,pre,green,A,A,1,0.4,A|A|B|B|C,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed19.csv,shift,19,9,pre,red,A,C,0,0.4,A|A|C|B|C,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed19.csv,shift,19,10,post,green,A,B,0,0.4,A|A|B|B|C,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed19.csv,shift,19,11,post,blue,B,C,0,0.4,A|B|C|B|C,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed19.csv,shift,19,12,post,green,A,B,0,0.6,A|B|A|A|C,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed19.csv,shift,19,13,post,red,A,A,1,0.6,A|A|C|B|A,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed19.csv,shift,19,14,post,blue,B,C,0,0.6,B|B|A|B|C,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed19.csv,shift,19,15,post,red,C,A,0,0.6,A|A|C|C|C,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed19.csv,shift,19,16,post,red,B,A,0,0.6,A|A|B|B|B,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed19.csv,shift,19,17,post,red,B,A,0,0.6,C|B|B|B|C,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed19.csv,shift,19,18,post,red,A,A,1,0.4,A|C|A|B|B,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed19.csv,shift,19,19,post,blue,B,C,0,0.8,B|C|B|B|B,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed2.csv,shift,2,0,pre,blue,?,B,0,0.4,A|B|?|?|C,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed2.csv,shift,2,1,pre,blue,B,B,1,0.8,B|B|B|B|A,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed2.csv,shift,2,2,pre,blue,A,B,0,0.6,B|A|A|A|C,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed2.csv,shift,2,3,pre,red,C,C,1,0.4,C|B|B|C|A,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed2.csv,shift,2,4,pre,blue,B,B,1,0.4,B|A|C|C|B,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed2.csv,shift,2,5,pre,green,B,A,0,0.6,A|A|B|B|B,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed2.csv,shift,2,6,pre,green,A,A,1,0.8,A|A|A|A|B,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed2.csv,shift,2,7,pre,red,B,C,0,0.4,B|A|C|B|C,C,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed2.csv,shift,2,8,pre,red,B,C,0,0.6,A|A|B|B|B,C,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed2.csv,shift,2,9,pre,green,B,A,0,0.6,A|A|B|B|B,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed2.csv,shift,2,10,post,blue,B,C,0,0.4,B|B|A|C|C,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed2.csv,shift,2,11,post,green,A,B,0,0.6,A|A|A|C|B,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed2.csv,shift,2,12,post,blue,B,C,0,0.6,B|A|B|C|B,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed2.csv,shift,2,13,post,green,B,B,1,0.6,A|C|B|B|B,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed2.csv,shift,2,14,post,green,A,B,0,0.4,A|B|A|B|C,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed2.csv,shift,2,15,post,blue,C,C,1,0.4,C|A|B|B|C,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed2.csv,shift,2,16,post,red,C,A,0,0.4,A|C|B|B|C,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed2.csv,shift,2,17,post,green,B,B,1,1.0,B|B|B|B|B,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed2.csv,shift,2,18,post,red,C,A,0,0.8,C|B|C|C|C,C,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed2.csv,shift,2,19,post,green,B,B,1,0.6,A|B|B|B|C,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed20.csv,shift,20,0,pre,green,A,A,1,0.6,A|A|A|C|B,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed20.csv,shift,20,1,pre,green,A,A,1,0.6,A|A|A|C|B,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed20.csv,shift,20,2,pre,blue,C,B,0,0.6,C|A|A|C|C,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed20.csv,shift,20,3,pre,red,A,C,0,0.4,A|A|C|B|B,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed20.csv,shift,20,4,pre,green,A,A,1,0.6,A|A|A|B|C,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed20.csv,shift,20,5,pre,green,A,A,1,0.6,A|A|A|C|B,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed20.csv,shift,20,6,pre,blue,B,B,1,0.6,B|A|B|B|C,C,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed20.csv,shift,20,7,pre,red,C,C,1,0.4,C|A|A|C|B,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed20.csv,shift,20,8,pre,green,A,A,1,0.6,A|A|A|B|C,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed20.csv,shift,20,9,pre,blue,B,B,1,0.6,B|A|B|B|C,C,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed20.csv,shift,20,10,post,blue,B,C,0,0.4,B|A|A|B|C,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed20.csv,shift,20,11,post,red,C,A,0,0.4,C|B|A|A|C,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed20.csv,shift,20,12,post,red,A,A,1,0.6,A|A|A|B|C,C,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed20.csv,shift,20,13,post,blue,A,C,0,0.4,A|A|B|C|B,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed20.csv,shift,20,14,post,blue,B,C,0,0.6,A|C|B|B|B,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed20.csv,shift,20,15,post,blue,C,C,1,0.6,C|C|A|B|C,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed20.csv,shift,20,16,post,red,B,A,0,0.4,B|A|A|C|B,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed20.csv,shift,20,17,post,red,C,A,0,0.4,C|A|C|B|B,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed20.csv,shift,20,18,post,green,A,B,0,0.4,A|A|B|B|C,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed20.csv,shift,20,19,post,red,A,A,1,0.6,A|A|A|B|C,C,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed21.csv,shift,21,0,pre,blue,B,B,1,0.8,B|B|?|B|B,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed21.csv,shift,21,1,pre,red,C,C,1,0.6,C|A|C|B|C,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed21.csv,shift,21,2,pre,green,A,A,1,0.6,A|A|A|B|B,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed21.csv,shift,21,3,pre,red,C,C,1,0.8,C|C|C|B|C,C,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed21.csv,shift,21,4,pre,green,A,A,1,0.8,A|A|A|A|B,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed21.csv,shift,21,5,pre,red,C,C,1,0.4,C|A|A|B|C,C,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed21.csv,shift,21,6,pre,red,B,C,0,0.6,B|A|B|A|B,C,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed21.csv,shift,21,7,pre,blue,B,B,1,0.4,B|A|A|B|C,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed21.csv,shift,21,8,pre,red,B,C,0,0.4,B|C|A|B|C,C,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed21.csv,shift,21,9,pre,green,A,A,1,0.6,A|A|B|A|C,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed21.csv,shift,21,10,post,blue,A,C,0,0.6,A|A|A|B|C,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed21.csv,shift,21,11,post,green,A,B,0,0.6,A|A|A|B|C,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed21.csv,shift,21,12,post,green,B,B,1,0.6,A|A|B|B|B,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed21.csv,shift,21,13,post,blue,B,C,0,0.6,B|C|B|B|C,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed21.csv,shift,21,14,post,blue,C,C,1,0.6,C|A|C|B|C,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed21.csv,shift,21,15,post,blue,B,C,0,0.6,C|A|B|B|B,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed21.csv,shift,21,16,post,red,C,A,0,0.4,C|B|A|B|C,C,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed21.csv,shift,21,17,post,green,C,B,0,0.4,A|C|B|B|C,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed21.csv,shift,21,18,post,red,C,A,0,0.6,A|C|B|C|C,C,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed21.csv,shift,21,19,post,blue,B,C,0,0.6,B|C|B|B|C,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed22.csv,shift,22,0,pre,blue,B,B,1,0.6,B|A|A|B|B,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed22.csv,shift,22,1,pre,blue,B,B,1,0.6,B|A|B|B|C,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed22.csv,shift,22,2,pre,blue,B,B,1,0.4,B|C|A|B|C,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed22.csv,shift,22,3,pre,green,B,A,0,0.6,A|A|B|B|B,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed22.csv,shift,22,4,pre,red,B,C,0,0.4,B|A|A|B|C,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed22.csv,shift,22,5,pre,blue,B,B,1,0.8,B|B|B|B|C,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed22.csv,shift,22,6,pre,green,B,A,0,0.6,B|A|B|B|C,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed22.csv,shift,22,7,pre,blue,B,B,1,0.6,B|A|B|B|A,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed22.csv,shift,22,8,pre,green,A,A,1,0.6,A|B|A|A|B,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed22.csv,shift,22,9,pre,green,A,A,1,0.6,A|A|A|B|B,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed22.csv,shift,22,10,post,red,C,A,0,0.6,C|C|B|B|C,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed22.csv,shift,22,11,post,blue,B,C,0,0.8,B|A|B|B|B,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed22.csv,shift,22,12,post,blue,B,C,0,0.8,C|B|B|B|B,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed22.csv,shift,22,13,post,red,C,A,0,0.6,C|A|C|B|C,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed22.csv,shift,22,14,post,blue,C,C,1,0.6,C|A|B|C|C,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed22.csv,shift,22,15,post,red,C,A,0,0.8,A|C|C|C|C,C,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed22.csv,shift,22,16,post,green,A,B,0,0.4,B|A|C|A|C,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
